"","mean","sd","0%","25%","50%","75%","100%"
"SP1",13.297669644101,5.62222270872581,0.0521891303673216,9.69860234756171,12.1000647076768,18.0019274438483,23.5152843841645
"SP2",18.9601988969551,8.66495501880681,4.43737774385732,10.7653488237312,18.0925388301051,27.6093691190488,32.1098629446382
